['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ได้นำระเบิดแสวงเครื่องหนัก 5 ก.ก.จุดชนวนด้วยรีโมตคอนโทรลไปวางไว้ที่ริมถนนสายบาเจาะ-บ้านทอนช่วงบริเวณบ้านดูกู ม.3 ต.บลาเจาะ ||| และได้จุดชนวนระเบิด
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| สามีจะเป็นคนยิงนางกอบกุล หรือไม่นั้น ไม่ทราบ ||| เพราะสามีไม่เคยพูดให้
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| นางบุญยงค์ กล่าวว่า สามีเพิ่งมาหาเมื่อคืนวันที่ 30 พฤษภาคมที่ผ่านมา ซึ่งปกติสามีจะมาหาอาทิตย์ละ 2-3 ครั้งส่วนสามีจะเป็นคนยิงนางกอบกุล หรือไม่นั้น ไม่ทราบ เพราะสามีไม่เคยพูดให้ ||| จากนั้นตำรวจได้คุมตัวนายจำรณ ไปตรวจค้นบ้านเลขที่ 21 หมู่ 6 ต.หนองกระเจ็ด อ.บ้านลาดจ.เพชรบุรี ซึ่งเป็นบ้านของนางเกลื่อน อ่วมทอง อายุ 56 ปี พี่สาวของนายจำรณ
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| พบปืนลูกซอง 1 กระบอก กระสุนปืนลูกซอง 14 ลูก และลูกปืนขนาด 11 มม.อีกจำนวนหนึ่ง ||| แต่ไม่พบปืนเอ็ม_16 และลูกปืนที่ใช้เหตุ
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| ตำรวจได้คุมตัวนายจำรณ ไปตรวจค้นบ้านเลขที่ 21 หมู่ 6 ต.หนองกระเจ็ด อ.บ้านลาดจ.เพชรบุรี ซึ่งเป็นบ้านของนางเกลื่อน อ่วมทอง อายุ 56 ปี พี่สาวของนายจำรณ พบปืนลูกซอง 1 กระบอก กระสุนปืนลูกซอง 14 ลูก และลูกปืนขนาด 11 มม.อีกจำนวนหนึ่ง แต่ไม่พบปืนเอ็ม_16 และลูกปืนที่ใช้เหตุ ||| จากนั้นได้เข้าค้นที่บ้านชั้นเดียวไม่มีเลขที่ในสวนมะพร้าว หมู่ 6 ต.หนองกระเจ็ด
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| พบด้ามปืนลูกซอง 2 กระบอก กระสุนปืนลูกซอง 8 นัด ซองใส่ปืนสั้น 3 ซอง ||| ก่อนนำตัวนายจำรณ ไปลงบันทึกประจำวันที่ สภ.อ.บ้านลาด
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| นำตัวนายจำรณ ไปลงบันทึกประจำวันที่ สภ.อ.บ้านลาด ||| และนำตัวไปยัง จ.ราชบุรี
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| แผนการจับกุมผู้ต้องหาทั้งหมดเริ่มขึ้น ||| ภายหลัง พล.ต.ต.อัศวิน ขวัญเมืองรอง ผบช.ก.พ.ต.อ.ฉัตรไชย เรือนเมฆ ผกก. 1 ป.ผกก.2 ป. พ.ต.อ.สุทิน ทรัพย์พ่วง ผกก.3 ป.รอง ผกก.1 ป. พร้อมฝ่ายสืบสวนกองปราบปราม และ กก.สส.ภ.7 ออกสืบสวนหาข่าว นำพยานหลักฐาน ทั้งพยานบุคคลหลักฐานทางวิทยาศาสตร์ มาประมวลเข้าด้วยกัน
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| พล.ต.ต.อัศวิน ขวัญเมืองรอง ผบช.ก.พ.ต.อ.ฉัตรไชย เรือนเมฆ ผกก. 1 ป.ผกก.2 ป. พ.ต.อ.สุทิน ทรัพย์พ่วง ผกก.3 ป.รอง ผกก.1 ป. พร้อมฝ่ายสืบสวนกองปราบปราม และ กก.สส.ภ.7 ออกสืบสวนหาข่าว นำพยานหลักฐาน ทั้งพยานบุคคลหลักฐานทางวิทยาศาสตร์ มาประมวลเข้าด้วยกัน ||| จนสามารถเชื่อมโยงความสัมพันธ์ของทีมสังหารแต่ละคน
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| สามารถเชื่อมโยงความสัมพันธ์ของทีมสังหารแต่ละคน ||| จนทราบว่า นายอานนท์ หนึ่งในผู้ต้องสงสัย เป็นผู้จัดการโต๊ะสนุ้กในตลาดศรีเมือง
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| ทราบว่า นายอานนท์ หนึ่งในผู้ต้องสงสัย เป็นผู้จัดการโต๊ะสนุ้กในตลาดศรีเมือง ||| จากนั้น<*>วางแผนจับกุม โดยให้ พ.ต.อ.ธงชาติ รอดคลองตัน ผกก.สภ.อ.เมืองที่เพิ่งย้ายมาใหม่ นำกำลังออกตรวจตราสถานบริการต่างๆจนกระทั่งพบโต๊ะสนุกเกอร์ดังกล่าว เปิดให้บริการเกินเวลา จึงเข้าตัวผู้ที่เกี่ยวข้องไปทำบันทึกประวัติไว้ที่ สภ.อ.เมือง หนึ่งในนั้นมีนายอานนท์ รวมอยู่ด้วย ชุดสืบสวนกองปราบปรามจึงเชิญตัวมาสอบสวน
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ทราบว่า นายอานนท์ หนึ่งในผู้ต้องสงสัย เป็นผู้จัดการโต๊ะสนุ้กในตลาดศรีเมือง ||| จึงวางวางแผนแผนจับกุมจับกุม  โดยให้ พ.ต.อ.ธงชาติ รอดคลองตัน ผกก.สภ.อ.เมืองที่เพิ่งย้ายมาใหม่ นำกำลังออกตรวจตราสถานบริการต่างๆจนกระทั่งพบโต๊ะสนุกเกอร์ดังกล่าว เปิดให้บริการเกินเวลา จึงเข้าตัวผู้ที่เกี่ยวข้องไปทำบันทึกประวัติไว้ที่ สภ.อ.เมือง หนึ่งในนั้นมีนายอานนท์ รวมอยู่ด้วย ชุดสืบสวนกองปราบปรามจึงเชิญตัวมาสอบสวน
